Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,RemodAge,TotalBathrooms,TotalPoarchSF,PricePerSqFt
1081,20,RL,80.0,11040,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1971,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,2,2,CBlock,4,4,No,ALQ,656,Unf,0,602,1258,GasA,0,Y,SBrkr,1258,0,0,1258,0,1,2,0,3,1,2,5,Typ,0,3,Attchd,1971.0,RFn,2,528,5,5,Y,55,0,0,216,0,0,None,None,None,0,10,2008,COD,Abnorml,11.884495917930655,37,4,2.5,216,115.26232114467409
1082,20,RL,75.0,7500,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,No,ALQ,824,Unf,0,216,1040,GasA,1,Y,SBrkr,1040,0,0,1040,1,0,1,1,3,1,3,5,Typ,0,3,Attchd,1963.0,Fin,1,308,5,5,Y,0,0,220,0,0,0,None,MnPrv,None,0,6,2010,WD,Normal,11.798111925972618,47,47,2.5,220,127.88461538461539
1083,20,RL,70.0,8749,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,100.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1459,1459,GasA,0,Y,SBrkr,1459,0,0,1459,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2002.0,RFn,2,527,5,5,Y,192,39,0,0,0,0,None,None,None,0,9,2007,WD,Normal,12.165255859329688,5,5,2.0,39,131.59698423577794
1084,20,RL,80.0,8800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Hip,CompShg,HdBoard,HdBoard,BrkFace,425.0,3,4,CBlock,4,4,No,BLQ,553,Unf,0,698,1251,GasA,4,Y,SBrkr,1251,0,0,1251,1,0,1,0,3,1,3,6,Typ,2,2,Attchd,1964.0,RFn,1,461,5,5,Y,0,116,0,0,0,0,None,MnPrv,Shed,700,3,2006,WD,Normal,11.982935344196433,42,42,2.0,116,127.89768185451639
1085,60,RL,65.0,13031,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,No,ALQ,592,Unf,0,99,691,GasA,2,Y,SBrkr,691,807,0,1498,0,0,2,1,3,1,3,6,Typ,1,5,Attchd,1995.0,Fin,2,409,5,5,Y,315,44,0,0,0,0,None,None,None,0,7,2006,WD,Normal,12.141539457711714,11,10,2.5,44,125.16688918558077
1086,85,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SFoyer,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,Av,GLQ,747,Unf,0,189,936,GasA,0,Y,SBrkr,996,0,0,996,1,0,1,0,2,1,2,5,Typ,0,3,Attchd,1992.0,Unf,2,564,5,5,Y,120,0,0,0,0,0,None,None,None,0,4,2010,WD,Normal,11.898194668458823,18,18,2.0,0,147.59036144578315
1087,160,RM,21.0,1974,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,4,CBlock,4,4,No,BLQ,334,Unf,0,212,546,GasA,4,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,3,6,Typ,0,3,Attchd,1973.0,RFn,1,286,5,5,Y,120,96,0,0,0,0,None,None,None,0,5,2010,WD,Normal,11.332613886815139,37,37,1.5,96,76.46520146520146
1088,60,FV,85.0,10574,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Mn,Unf,0,Unf,0,1082,1082,GasA,0,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,2,9,Typ,1,2,Attchd,2005.0,RFn,3,1043,5,5,Y,160,50,0,0,0,0,None,None,None,0,5,2009,WD,Normal,12.437188334739655,4,3,2.5,50,129.03225806451613
1089,160,RM,24.0,2522,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,2,4,PConc,2,4,No,Unf,0,Unf,0,970,970,GasA,0,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,2,7,Maj1,0,3,Detchd,2004.0,Unf,2,380,5,5,Y,0,40,0,0,0,0,None,None,None,0,4,2006,WD,Normal,11.83138646878959,2,2,2.0,40,80.45640725570509
1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,No,GLQ,1039,Unf,0,208,1247,GasA,0,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,2,4,Typ,1,2,Attchd,2005.0,Fin,2,550,5,5,Y,0,84,0,0,0,0,None,None,None,0,4,2006,WD,Normal,12.190964083849375,1,1,2.5,84,157.97914995990376
1091,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,Slab,3,2,None,None,0,None,0,0,0,Wall,1,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,3,Detchd,1987.0,Unf,2,400,5,5,Y,0,0,0,0,0,0,None,None,None,0,6,2009,WD,Normal,11.439289689006644,59,59,2.0,0,89.32692307692308
1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,2,4,PConc,2,4,No,BLQ,510,Unf,0,90,600,GasA,0,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,2,4,Typ,0,3,Detchd,1999.0,Unf,2,462,5,5,Y,0,48,0,0,0,0,None,None,None,0,3,2008,WD,Normal,11.982935344196433,9,8,3.5,48,127.79552715654953
1093,50,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,4,4,No,Rec,423,Unf,0,758,1181,GasA,1,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,3,7,Typ,1,2,Detchd,1925.0,Unf,2,576,5,5,Y,342,0,128,0,0,0,None,None,None,0,6,2008,WD,Normal,11.824087219587643,83,58,2.0,128,80.57851239669421
1094,20,RL,71.0,9230,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,3,4,CBlock,4,4,Mn,GLQ,661,Unf,0,203,864,GasA,2,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,2,6,Typ,0,3,Detchd,1977.0,Unf,2,884,5,5,Y,0,64,0,0,0,0,None,MnPrv,None,0,10,2006,WD,Normal,11.891368749982085,41,8,2.5,64,121.66666666666667
1095,20,RL,74.0,5868,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,No,BLQ,248,Rec,240,448,936,GasA,0,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,3,4,Typ,0,3,Attchd,1956.0,Fin,1,308,5,5,Y,0,0,80,0,160,0,None,None,None,0,5,2010,WD,Normal,11.767575435251748,54,10,2.0,240,137.82051282051282
1096,20,RL,78.0,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,GLQ,24,Unf,0,1290,1314,GasA,2,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,2,6,Typ,1,2,Attchd,2006.0,RFn,2,440,5,5,Y,0,22,0,0,0,0,None,None,None,0,3,2007,WD,Normal,12.080696479888447,1,1,2.0,22,134.2709284627093
1097,70,RM,60.0,6882,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,No,Unf,0,Unf,0,684,684,GasA,4,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,2,7,Typ,0,3,None,0.0,None,0,0,3,3,Y,136,0,115,0,0,0,None,None,None,0,3,2007,WD,Normal,11.751950239425476,93,1,1.5,115,93.7269372693727
1098,120,RL,61.5,3696,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,4,CBlock,2,4,No,Unf,0,Unf,0,1074,1074,GasA,0,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,2,5,Typ,0,3,Attchd,1987.0,RFn,2,461,5,5,Y,0,74,137,0,0,0,None,None,None,0,10,2007,WD,Normal,12.04355959836804,21,21,1.5,211,156.25
1099,50,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,4,4,No,BLQ,672,Unf,0,0,672,GasA,4,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,3,6,Typ,0,3,Detchd,1936.0,Unf,1,240,5,5,Y,0,0,0,0,0,0,None,None,None,0,7,2009,WD,Normal,11.759793355371237,73,59,1.0,0,96.67673716012085
1100,20,RL,82.0,11880,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,4,CBlock,2,4,No,ALQ,704,Unf,0,567,1271,GasA,4,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,3,7,Typ,1,5,Attchd,1978.0,RFn,2,478,5,5,Y,0,0,0,0,0,0,None,None,None,0,4,2009,COD,Abnorml,11.964007453736912,31,31,2.0,0,98.06371018113678
1101,30,RL,60.0,8400,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,0,No,Rec,290,Unf,0,0,290,GasA,4,N,FuseF,438,0,0,438,0,0,1,0,1,1,1,3,Typ,0,3,Detchd,1930.0,Unf,1,246,5,5,N,0,0,0,0,0,0,None,None,None,0,1,2009,WD,Normal,11.002116507732017,89,59,1.0,0,136.986301369863
1102,20,RL,61.0,9758,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,None,0.0,3,4,CBlock,4,4,No,BLQ,412,LwQ,287,251,950,GasA,4,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,3,5,Typ,0,3,Detchd,1981.0,Unf,1,280,5,5,Y,0,0,0,0,0,0,None,None,None,0,7,2007,WD,Normal,11.691080018519527,36,36,1.0,0,125.78947368421052
1103,20,RL,70.0,7000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,3,4,CBlock,4,4,No,Rec,588,Unf,0,422,1010,GasA,0,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,3,6,Typ,0,3,Attchd,1960.0,RFn,1,254,5,5,Y,0,16,0,0,0,0,None,MnWw,None,0,4,2007,WD,Family,11.813037464800539,47,5,1.0,16,119.04761904761905
1104,20,RL,79.0,8910,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,Mn,ALQ,655,Unf,0,0,655,GasA,0,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,3,6,Typ,1,1,BuiltIn,1954.0,Fin,2,539,5,5,Y,0,0,192,0,0,0,None,None,None,0,7,2006,WD,Normal,11.979805470779858,47,47,1.5,192,133.58458961474037
1105,160,RM,24.0,2016,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,630,630,GasA,4,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,Typ,0,3,Detchd,1970.0,Unf,2,440,5,5,Y,0,0,0,0,0,0,None,None,None,0,4,2007,WD,Normal,11.571203807011969,37,37,2.5,0,81.41321044546851
1106,60,RL,98.0,12256,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,2,4,PConc,0,4,Av,GLQ,1032,Unf,0,431,1463,GasA,0,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,2,9,Typ,2,5,Attchd,1994.0,RFn,2,712,5,5,Y,186,32,0,0,0,0,None,None,None,0,4,2010,WD,Normal,12.691583538230217,16,15,3.5,32,123.95118230358504
1107,20,RL,114.0,10357,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,4,PConc,2,4,Mn,GLQ,738,Unf,0,172,910,GasA,2,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,2,6,Typ,1,5,Attchd,1990.0,Fin,2,719,5,5,Y,0,244,0,0,0,0,None,None,None,0,5,2007,WD,Normal,12.100161978566867,17,16,3.0,244,124.75728155339806
1108,60,RL,168.0,23257,Pave,None,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,0,1,No,Unf,0,Unf,0,868,868,GasA,0,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,2,9,Typ,1,2,BuiltIn,2006.0,RFn,2,422,5,5,Y,0,100,0,0,0,0,None,None,None,0,9,2006,New,Partial,12.52352951631214,0,0,2.5,100,135.93518060366156
1109,60,RL,65.0,8063,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,No,Unf,0,Unf,0,924,924,GasA,0,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,3,7,Typ,1,5,Attchd,2000.0,RFn,2,463,5,5,Y,100,48,0,0,0,0,None,None,None,0,11,2007,WD,Abnorml,12.10625783509458,7,7,2.5,48,107.10059171597634
1110,20,RL,107.0,11362,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,2,4,PConc,0,4,Mn,GLQ,1039,Unf,0,797,1836,GasA,0,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,2,7,Typ,1,2,Attchd,2004.0,Fin,3,862,5,5,Y,125,185,0,0,0,0,None,None,None,0,3,2009,WD,Normal,12.54254845357358,5,4,3.0,185,152.5054466230937
1111,60,RL,65.0,8000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,No,GLQ,219,Unf,0,554,773,GasA,2,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,3,8,Typ,1,5,Attchd,1995.0,Fin,2,431,5,5,Y,224,84,0,0,0,0,None,None,None,0,6,2008,WD,Normal,12.144202560946876,13,12,3.5,84,113.38962605548853
1112,60,RL,80.0,10480,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,4,CBlock,4,4,No,ALQ,403,Unf,0,400,803,GasA,4,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,3,8,Typ,1,2,Attchd,1976.0,RFn,2,483,5,5,Y,0,69,0,0,0,0,None,None,None,0,9,2008,WD,Normal,12.230770136157428,32,32,2.5,69,104.37881873727088
1113,20,RL,73.0,7100,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,4,CBlock,4,4,No,GLQ,708,Unf,0,108,816,GasA,4,Y,FuseA,816,0,0,816,1,0,1,0,2,1,3,5,Typ,0,3,Detchd,1957.0,Unf,1,308,5,5,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD,Normal,11.774527900858468,49,49,2.0,0,159.19117647058823
1114,20,RL,66.0,8923,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,BLQ,643,Unf,0,365,1008,GasA,2,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,2,6,Typ,0,3,Attchd,1953.0,Unf,1,240,5,5,Y,0,18,0,0,0,0,None,None,None,0,5,2007,WD,Normal,11.80932691294063,54,1,2.0,18,133.43253968253967
1115,20,RL,90.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,No,Rec,415,Unf,0,418,833,GasA,0,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,2,4,Typ,0,3,Detchd,1955.0,Unf,1,326,5,5,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2006,WD,Normal,11.669937760751914,52,6,1.0,0,140.45618247298918
1116,20,RL,93.0,12085,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,2,4,PConc,0,4,No,GLQ,1004,Unf,0,730,1734,GasA,0,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,0,7,Typ,1,2,Attchd,2007.0,RFn,3,928,5,5,Y,0,0,0,0,0,0,None,None,None,0,11,2007,New,Partial,12.669809806411457,0,0,3.0,0,183.3910034602076
1117,80,RL,65.0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,No,GLQ,353,Unf,0,55,408,GasA,0,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,2,7,Typ,1,5,BuiltIn,2002.0,Fin,2,527,5,5,Y,120,0,0,0,0,0,None,None,None,0,3,2009,WD,Normal,12.123239799036943,7,7,3.5,0,129.73925299506695
1118,20,RL,57.0,9764,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,4,4,No,BLQ,702,Unf,0,192,894,GasA,0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,2,5,Typ,0,3,Attchd,1967.0,RFn,2,450,5,5,Y,0,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,11.775297421715827,41,5,2.0,0,145.413870246085
1119,80,RL,85.0,13825,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,No,Unf,0,Unf,0,533,533,GasA,4,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,3,6,Min2,0,3,BuiltIn,1958.0,RFn,1,300,5,5,Y,280,34,0,0,0,0,None,None,None,0,12,2008,WD,Normal,11.849404844423074,50,21,1.5,34,87.44534665833854
1120,20,RL,70.0,7560,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,3,4,CBlock,4,4,No,LwQ,369,Unf,0,671,1040,GasA,4,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,3,6,Typ,0,3,Attchd,1959.0,RFn,1,286,5,5,Y,140,0,252,0,0,0,None,GdWo,None,0,7,2006,WD,Normal,11.803361242493628,47,47,1.0,252,128.55769230769232
1121,30,RM,59.0,8263,Pave,None,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,4,BrkTil,4,4,No,Unf,0,Unf,0,1012,1012,GasA,4,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,3,6,Typ,1,2,Detchd,1920.0,Unf,1,308,5,5,Y,0,22,112,0,0,0,None,MnPrv,None,0,5,2007,WD,Normal,11.681832447342321,87,57,1.0,134,116.99604743083005
1122,20,RL,84.0,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,2,4,PConc,2,4,Av,GLQ,24,Unf,0,1528,1552,GasA,0,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,2,7,Typ,0,3,Attchd,2005.0,RFn,3,782,5,5,Y,144,20,0,0,0,0,None,None,None,0,7,2006,New,Partial,12.268582547911404,1,0,2.0,20,137.1778350515464
1123,20,RL,65.5,8926,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,672,672,GasA,0,Y,FuseA,960,0,0,960,0,0,1,0,3,1,3,5,Typ,0,3,Basment,1956.0,Unf,1,288,5,5,Y,64,0,0,0,160,0,None,MnPrv,None,0,10,2009,COD,Abnorml,11.626263078808801,53,53,1.0,160,116.66666666666667
1124,20,RL,50.0,9405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,0,CBlock,4,4,No,Unf,0,Unf,0,698,698,GasA,0,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,3,4,Typ,0,3,None,0.0,None,0,0,3,3,Y,0,200,0,0,0,0,None,None,None,0,6,2009,WD,Normal,11.678448377988165,62,1,1.5,200,169.054441260745
1125,80,RL,65.0,9125,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,3,4,PConc,2,4,No,Unf,0,Unf,0,384,384,GasA,2,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,2,7,Typ,1,5,Attchd,1992.0,Fin,2,392,5,5,Y,100,25,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.007017865994577,15,15,2.5,25,110.59379217273954
1126,20,RL,60.0,10434,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,4,4,No,Unf,0,Unf,0,1005,1005,GasA,4,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,1,5,Typ,1,5,Detchd,1977.0,Unf,2,672,1,1,Y,0,0,0,0,0,0,None,None,None,0,11,2009,WD,Normal,11.652696102959753,54,54,1.0,0,114.42786069651741
1127,120,RL,53.0,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,2,4,PConc,2,4,No,Unf,0,Unf,0,1373,1373,GasA,0,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,2,7,Typ,1,5,Attchd,2007.0,Fin,3,660,5,5,Y,143,20,0,0,0,0,None,None,None,0,6,2009,WD,Normal,12.066816325306588,2,2,2.0,20,111.89710610932475
1128,20,RL,182.0,14572,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,GLQ,1300,Unf,0,230,1530,GasA,0,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,2,7,Typ,1,2,Attchd,2004.0,Fin,3,630,5,5,Y,144,36,0,0,0,0,None,None,None,0,11,2007,WD,Family,12.464587201678082,3,3,3.0,36,169.281045751634
1129,60,RL,59.0,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,Av,Unf,0,Unf,0,847,847,GasA,0,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,2,8,Typ,1,2,BuiltIn,2004.0,Fin,2,434,5,5,Y,100,48,0,0,0,0,None,None,None,0,7,2007,WD,Normal,12.278397958261774,3,2,2.5,48,109.74987238386932
